Year,Title,Creator,TotalCheckouts
2016,"The marriage act : the risk I took to keep my best friend in America, and what it taught us about love / Liza Monroy.","Monroy, Liza",1
2016,The plum-stone game / Kathleen Jesme.,"Jesme, Kathleen, 1949-",1
2016,The pride / by Alexi Kaye Campbell.,"Campbell, Alexi Kaye,",1
2016,The secret life of Oscar Wilde / Neil McKenna.,"McKenna, Neil",1
2016,"The shared heart : portraits and stories celebrating lesbian, gay, and bisexual young people / photographs by Adam Mastoon.","Mastoon, Adam",1
2016,"The stranger next door : the story of a small community's battle over sex, faith, and civil rights / Arlene Stein.","Stein, Arlene",1
2016,The truth comes out / Nancy Heche.,"Heche, Nancy",1
2016,"The truth that never hurts : writings on race, gender, and freedom / Barbara Smith.","Smith, Barbara, 1946-",1
2016,The velveteen father : an unexpected journey to parenthood / Jesse Green.,"Green, Jesse",1
2016,"The way out : the gay man's guide to freedom no matter if you're in denial, in the closet, one foot out, just out or been around the block / Christopher Lee Nutter.","Nutter, Christopher Lee",1
2016,The whole world was watching : living in the light of Matthew Shepard / Romaine Patterson with Patrick Hinds.,"Patterson, Romaine",1
2016,The wild good : lesbian photographs and writings on love / edited by Beatrix Gates.,NA,1
2016,The worlds of Lincoln Kirstein / Martin Duberman.,"Duberman, Martin B.",1
2016,This unknown flesh : a selection of plays / Sky Gilbert.,"Gilbert, Sky, 1952-",1
2016,Times two : two women in love and the happy family they made / Kristen Henderson and Sarah Kate Ellis.,"Henderson, Kristen",1
2016,To believe in women what lesbians have done for America a history,NA,1
2016,Tony Kushner in conversation / edited by Robert Vorlicky.,"Kushner, Tony",1
2016,Track conditions : a memoir / Michael Klein.,"Klein, Michael, 1954 August 17-",1
2016,Trailblazing : the true story of America's first openly gay track coach / Eric Anderson.,"Anderson, Eric, 1968-",1
2016,Under bright lights : gay Manila and the global scene / Bobby Benedicto.,"Benedicto, Bobby, 1982-",1
2016,"Under the rainbow : an intimate memoir of Judy Garland, Rock Hudson and my life in old Hollywood / John Carlyle ; foreword by Robert Osborne ; edited and introduced by Chris Freeman.","Carlyle, John",1
2016,"Untied : a memoir of family, fame, and floundering / Meredith Baxter.","Baxter, Meredith, 1947-",1
2016,"Up from invisibility : lesbians, gay men, and the media in America / Larry Gross.","Gross, Larry P., 1942-",1
2016,Victory : the triumphant gay revolution / Linda Hirshman.,"Hirshman, Linda R.",1
2016,Waiting for the call : from preacher's daughter to lesbian mom / Jacqueline Taylor.,"Taylor, Jacqueline, 1951-",1
2016,Walt Whitman : a gay life / Gary Schmidgall.,"Schmidgall, Gary, 1945-",1
2016,"We will survive : true stories of encouragement, inspiration, and the power of song / Gloria Gaynor and Sue Carswell.","Gaynor, Gloria",1
2016,When gay people get married : what happens when societies legalize same-sex marriage / M.V. Lee Badgett.,"Badgett, M. V. Lee (Mary Virginia Lee)",1
2016,"Why a gay person can't be made un-gay : the truth about reparative therapies / Martin Kantor, MD.","Kantor, Martin",1
2016,Wild animals I have known : Polk Street diaries and after / Kevin Bentley.,"Bentley, Kevin, 1956-",1
2016,"Willful virgin : essays in feminism, 1976-1992 / by Marilyn Frye.","Frye, Marilyn",1
2016,"With the Nez Perces : Alice Fletcher in the field, 1889-92 / by E. Jane Gay ; edited, with an introd. by Frederick E. Hoxie and Joan T. Mark.","Gay, E. Jane, 1830-1919",1
2016,Woman+woman; attitudes toward lesbianism.,"Klaich, Dolores",1
2016,Woof! : a gay man's guide to dogs / by Andrew De Prisco ; illustrations by Jason O'Malley.,"De Prisco, Andrew",1
2016,"Wrestling reality : the life and mind of Chris Kanyon, wrestling's gay superstar / Chris Kanyon and Ryan Clark.","Kanyon, Chris, 1970-2010",1
2016,Yo / Ricky Martin.,"Martin, Ricky",1
2016,family heart a memoir of when our son came out,NA,1
2017,Hunger : a memoir of (my) body / Roxane Gay.,"Gay, Roxane",1362
2017,The rules do not apply : a memoir / Ariel Levy.,"Levy, Ariel",488
2017,Bad feminist : essays / Roxane Gay.,"Gay, Roxane",328
2017,While the city slept : a love lost to violence and a young man's descent into madness / Eli Sanders.,"Sanders, Eli.",249
2017,"Insomniac City : New York, Oliver, and me / Bill Hayes.","Hayes, Bill, 1961-",176
2017,Bettyville : a memoir / George Hodgman.,"Hodgman, George.",78
2017,Why be happy when you could be normal? / Jeanette Winterson.,"Winterson, Jeanette, 1959-",75
2017,Sister outsider : essays and speeches / by Audre Lorde ; [new foreword by Cheryl Clarke].,"Lorde, Audre",63
2017,The essential Dykes to watch out for / Alison Bechdel.,"Bechdel, Alison, 1960-",59
2017,When we rise : my life in the movement / Cleve Jones.,"Jones, Cleve",54
2017,White girls / Hilton Als.,"Als, Hilton",50
2017,The new old me : my late-life reinvention / by Meredith Maran.,"Maran, Meredith",48
2017,Boy erased : a memoir / Garrard Conley.,"Conley, Garrard,",42
2017,Small favors : the definitive girly porno collection / by Colleen Coover ; with Paul Tobin ; collection designed by Hilary Thompson ; collection edited by Ari Yarwood.,"Coover, Colleen",39
2017,"Gay Seattle : stories of exile and belonging / Gary L. Atkins, with a new introduction by the author.","Atkins, Gary, 1949-",38
2017,"Radical Dharma : talking race, love, and liberation / Rev. angel Kyodo Williams, Lama Rod Owens, Jasmine Syedullah, Ph.D.","Williams, Angel Kyodo",35
2017,"American Savage : insights, slights, and fights on faith, sex, love, and politics / Dan Savage.","Savage, Dan",34
2017,Love is love : a comic book anthology to benefit the survivors of the Orlando Pulse shooting / IDW Publishing ; editorial and related services provided by DC Entertainment.,NA,32
2017,"Queer, there, and everywhere : 23 people who changed the world / by Sarah Prager ; illustrations by Zoë More O'Ferrall.","Prager, Sarah, 1986-",32
2017,Party of one : a memoir in 21 songs / Dave Holmes.,"Holmes, Dave, 1971-",31
2017,"Spoiler alert : the hero dies : a memoir of love, loss, and other four-letter words / Michael Ausiello.","Ausiello, Michael.",25
2017,Lucky Jim / James Hart ; foreward by Carl Bernstein.,"Hart, James",24
2017,When I grow up I want to be a list of further possibilities / Chen Chen ; foreword by Jericho Brown.,"Chen, Chen, 1989-",23
2017,Angels in America : a gay fantasia on national themes / Tony Kushner.,"Kushner, Tony",22
2017,Empire made : my search for an outlaw uncle who vanished in British India / Kief Hillsbery.,"Hillsbery, Kief",22
2017,The velvet rage : overcoming the pain of growing up gay in a straight man's world / Alan Downs.,"Downs, Alan",22
2017,Fun home / music by Jeanine Tesori ; book and lyrics by Lisa Kron.,"Kron, Lisa",21
2017,"Rethinking sexism, gender, and sexuality / edited by Annika Butler-Wall, Kim Cosier, Rachel L.S. Harper, Jeff Sapp, Jody Sokolower, Melissa Bollow Tempel.",NA,21
2017,The remedy : queer and trans voices on health and health care / edited by Zena Sharman.,NA,21
2017,"Building a bridge : how the Catholic Church and the LGBT community can enter into a relationship of respect, compassion, and sensitivity / James Martin, SJ.","Martin, James, 1960-",20
2017,"Gay & lesbian history for kids : the century-long struggle for LGBT rights, with 21 activities / Jerome Pohlen.","Pohlen, Jerome",20
2017,"No tea, no shade : new writings in Black queer studies / edited by E. Patrick Johnson.",NA,20
2017,Not gay : sex between straight white men / Jane Ward.,"Ward, Elizabeth Jane",20
2017,Excluded : making feminist and queer movements more inclusive / Julia Serano.,"Serano, Julia",19
2017,A queer history of the United States / Michael Bronski.,"Bronski, Michael",18
2017,"Black girl dangerous : on race, queerness, class and gender / Mia McKenzie","McKenzie, Mia.",18
2017,Don't call us dead : poems / Danez Smith.,"Smith, Danez,",18
2017,Gay Gotham : art and underground culture in New York / Donald Albrecht with Stephen Vider.,"Albrecht, Donald",18
2017,Queer : the ultimate LGBT guide for teens / Kathy Belge and Marke Bieschke.,"Belge, Kathy",18
2017,Wuvable Oaf. Blood & metal / Ed Luce.,"Luce, Ed.",18
2017,A work in progress : a memoir / Connor Franta.,"Franta, Connor, 1992-",17
2017,"Crimson spell. Volume 1 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",17
2017,"Diving into the wreck : poems, 1971-1972 / Adrienne Rich.","Rich, Adrienne, 1929-2012",17
2017,"Massive : gay erotic manga and the men who make it / [edited by] Anne Ishii, Chip Kidd, Graham Kolbeins.",NA,17
2017,Unnatural dykes to watch out for / by Alison Bechdel.,"Bechdel, Alison, 1960-",17
2017,"Crimson spell. Volume 2 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",16
2017,"Crimson spell. Volume 3 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",16
2017,The gay revolution : the story of the struggle / Lillian Faderman.,"Faderman, Lillian",16
2017,The letter Q : queer writers' notes to their younger selves / edited by Sarah Moon ; with contributing editor James Lecesne.,NA,16
2017,This is my family : a first look at same-sex parents / Pat Thomas ; illustrated by Lesley Harker.,"Thomas, Pat, 1959-",16
2017,Frank : a life in politics from the Great Society to same-sex marriage / Barney Frank.,"Frank, Barney, 1940-",15
2017,IRL / Tommy Pico.,"Pico, Tommy",15
2017,The PrEP diaries : a safe(r) sex memoir / Evan J. Peterson.,"Peterson, Evan J.",15
2017,"When you look out the window : how Phyllis Lyon and Del Martin built a community / by Gayle E. Pitman, PhD ; illustrated by Christopher Lyles.","Pitman, Gayle E.",15
2017,Close to the knives : a memoir of disintegration / David Wojnarowicz.,"Wojnarowicz, David",14
2017,"Crimson spell. Volume 4 / story and art by Ayano Yamane ; [translation, Adrienne Beck].","Yamane, Ayano",14
2017,Fairyland : a memoir of my father / Alysia Abbott.,"Abbott, Alysia",14
2017,"I am your sister : collected and unpublished writings of Audre Lorde / edited by Rudolph P. Byrd, Johnnetta Betsch Cole, Beverly Guy-Sheftall.","Lorde, Audre",14
2017,Persistence : all ways butch and femme / edited by Ivan E. Coyote & Zena Sharman.,NA,14
2017,Branded by the pink triangle / Ken Setterington.,"Setterington, Ken",13
2017,"Edward Albee's The goat, or, Who is Sylvia? : (notes toward a definition of tragedy).","Albee, Edward, 1928-2016",13
2017,"Gender outlaw : on men, women, and the rest of us / Kate Bornstein.","Bornstein, Kate, 1948-",13
2017,Good things happen slowly : a life in and out of jazz / Fred Hersch.,"Hersch, Fred",13
2017,"It gets better : coming out, overcoming bullying, and creating a life worth living / edited by Dan Savage and Terry Miller.",NA,13
2017,"LGBTQ stats : lesbian, gay, bisexual, transgender, and queer people by the numbers / David Deschamps and Bennett Singer.","Deschamps, David",13
2017,Queer and trans artists of color. Volume two / interviews by Nia King ; edited by Elena Rose.,NA,13
2017,Queering anarchism : addressing and undressing power and desire / edited by C.B. Daring ... [and others].,NA,13
2017,Stonewall : breaking out in the fight for gay rights / Ann Bausum.,"Bausum, Ann",13
2017,The joy of gay sex / Charles Silverstein and Felice Picano ; illustrations by Joseph Phillips.,"Silverstein, Charles",13
2017,This book is gay / James Dawson ; illustrations by Spike Gerrell ; introduction by David Levithan.,"Dawson, James (Young adult fiction writer)",13
2017,"Queer brown voices : personal narratives of Latina/o LGBT activism / edited by Uriel Quesada, Letitia Gomez, and Salvador Vidal-Ortiz.",NA,12
2017,Safe is not enough : better schools for LGBTQ students / Michael Sadowski.,"Sadowski, Michael",12
2017,The best party of our lives : stories of gay weddings and true love to inspire us all / Sarah Galvin.,"Galvin, Sarah,",12
2017,The inheritance of shame : a memoir / Peter Gajdics.,"Gajdics, Peter, 1964-",12
2017,The prince of Los Cocuyos : a Miami childhood / Richard Blanco.,"Blanco, Richard, 1968-",12
2017,Bright half life / by Tanya Barfield.,"Barfield, Tanya",11
2017,Coal to diamonds : a memoir / Beth Ditto ; with Michelle Tea.,"Ditto, Beth",11
2017,The disappearing L : erasure of lesbian spaces and culture / Bonnie J. Morris.,"Morris, Bonnie J., 1961-",11
2017,The naked civil servant / Quentin Crisp ; a preface by Michael Holroyd.,"Crisp, Quentin",11
2017,"The right side of history : 100 years of LGBTQI activism / Adrian Brooks ; foreword by Jonathan D. Katz, PhD.","Brooks, Adrian, 1947-",11
2017,"Ask a queer chick : a guide to sex, love, and life for girls who dig girls / Lindsay King-Miller.","King-Miller, Lindsay.",10
2017,Burn this / by Lanford Wilson.,"Wilson, Lanford, 1937-2011.",10
2017,"Fire island pines : polaroids, 1975-1983 / Tom Bianchi.","Bianchi, Tom",10
2017,"For all of us, one today : an inaugural poet's journey / Richard Blanco.","Blanco, Richard, 1968-",10
2017,"Hot, throbbing dykes to watch out for / by Alison Bechdel.","Bechdel, Alison, 1960-",10
2017,"Intense. 1, Night on the Red Road / story and art by Kyungha Yi ; translator, Jeong Lee.","Yi, Kyungha",10
2017,"LGBT San Francisco : the Daniel Nicoletta photographs / [photographs, Daniel Nicoletta ; foreword, Gus Van Sant ; introduction, Chuck Mobley ; editor, Tony Nourmand ; art direction, Joakim Olsson.]","Nicoletta, Daniel, 1954-",10
2017,Lavender and red : liberation and solidarity in the gay and lesbian left / Emily K. Hobson.,"Hobson, Emily K., 1975-",10
2017,Odd girls and twilight lovers : a history of lesbian life in twentieth-century America / Lillian Faderman.,"Faderman, Lillian",10
2017,"Queer (in)justice : the criminalization of LGBT people in the United States / Joey L. Mogul, Andrea J. Ritchie, and Kay Whitlock.","Mogul, Joey L., 1969-",10
2017,Sovereign erotics : a collection of two-spirit literature / edited by Qwo-Li Driskill ... [and others].,NA,10
2017,"The Laramie Project and the Laramie Project : ten years later / Moisés Kaufman, Leigh Fondakowski, Greg Pierotti, Andy Paris, and Stephen Belber.","Kaufman, Moisés",10
2017,"The commitment : love, sex, marriage, and my family / Dan Savage.","Savage, Dan",10
2017,The gilded razor : a memoir / Sam Lansky.,"Lansky, Sam.",10
2017,Bad girls / M. William Phelps.,"Phelps, M. William",9
2017,Female masculinity / Judith Halberstam.,"Halberstam, Judith, 1961-",9
2017,Gay Berlin : birthplace of a modern identity / Robert Beachy.,"Beachy, Robert.",9
2017,Geisha of a different kind : race and sexuality in gaysian America / C. Winter Han.,"Han, C. Winter, 1968-",9
2017,"Hold tight gently : Michael Callen, Essex Hemphill, and the battlefield of AIDS / Martin Duberman.","Duberman, Martin B.",9
2017,Stories for boys : a memoir / Gregory Martin.,"Martin, Gregory, 1971-",9
2017,"The Laramie project / by Moisés Kaufman and the members of Tectonic Theater Project ; [head writer, Leigh Fondakowski ; associate writers, Stephen Belber, Greg Pierotti, Stephen Wangh ; dramaturgs, Amanda Gronich ... et al.].","Kaufman, Moisés",9
